,videoId,videoDuration,videoQuality,videoKind
12582,vOAdAmISU1k,20470.0,hd,youtube#video
12583,eeAZbeNhl4I,22254.0,hd,youtube#video
12584,fS7kbcS_fZg,1780.0,hd,youtube#video
12585,Eok9PgXvDi8,80.0,hd,youtube#video
12586,h4dN2qdto7s,184.0,hd,youtube#video
12587,hf-WKgD0rIg,56.0,hd,youtube#video
12588,BF0PilOGoc4,89.0,hd,youtube#video
12589,17HlBEN9yPc,68.0,hd,youtube#video
12590,fGae6MwwUNY,4876.0,hd,youtube#video
12591,wWRDv2DE4Jw,6086.0,hd,youtube#video
12592,0PFobGqw9F0,28.0,hd,youtube#video
12593,Pp90jv0ylAM,1611.0,hd,youtube#video
12594,7iCEzHB-9kU,6175.0,hd,youtube#video
12595,LvgdAzqGBEE,55.0,hd,youtube#video
12596,D10RbF4Q8sg,58.0,hd,youtube#video
12597,l0l1TqvKYL8,34.0,hd,youtube#video
12598,T1L9rXNT8jo,181.0,hd,youtube#video
12599,uBci2FG9XrE,332.0,hd,youtube#video
12600,HWbbQChO_u4,730.0,hd,youtube#video
12601,sope0YHZy2U,53.0,hd,youtube#video
12602,LQDlo3_if6Q,130.0,hd,youtube#video
12603,HXiTRGmIRG0,18.0,hd,youtube#video
12604,1M6wyJ04N2g,59.0,hd,youtube#video
12605,Qkvz3q6rQ8k,292.0,hd,youtube#video
12606,lBCub2hfuoM,141.0,hd,youtube#video
12607,DP0dGooToXw,51.0,hd,youtube#video
12608,xeB_yFsfc4A,141.0,hd,youtube#video
12609,hXQlypd3bWU,36.0,hd,youtube#video
12610,BA83fTawPAA,20.0,hd,youtube#video
12611,QqnW6OTdBZM,224.0,hd,youtube#video
12612,Bv2MBsq70RQ,524.0,hd,youtube#video
12613,_7jWJ4iiD2c,87.0,hd,youtube#video
12614,VCLxUpw2s54,62.0,hd,youtube#video
12615,NOFnjKCX7HA,56.0,hd,youtube#video
12616,bVz82Enhpe0,4486.0,hd,youtube#video
12617,zw0Yzoz79kw,42901.0,hd,youtube#video
12618,ueJgv7MKH0A,58.0,hd,youtube#video
12619,l9O_9_JgHiY,253.0,hd,youtube#video
12620,XWblmWkyuBg,73.0,hd,youtube#video
12621,mRhfjz_D4K4,17.0,hd,youtube#video
12622,-HmS_mhGKFs,58.0,hd,youtube#video
12623,QPB3NTdLYa8,31070.0,hd,youtube#video
12624,7tiJ7OdUE1Y,39.0,hd,youtube#video
12625,y7taF1jq7uY,225.0,hd,youtube#video
12626,Nf5MswFRe8o,47.0,hd,youtube#video
12627,55_iyTKWong,52.0,hd,youtube#video
12628,AG6w5-30dKY,514.0,hd,youtube#video
12629,JSpZRoyWxlU,105.0,hd,youtube#video
12630,2RrYNXN3T7A,56.0,hd,youtube#video
12631,eMq5BeufOZU,18535.0,hd,youtube#video
12632,vSjzfOWnZWY,133.0,hd,youtube#video
12633,9BrZFCSu9r8,397.0,hd,youtube#video
12634,lK5yC8a91Qw,6316.0,hd,youtube#video
12635,Rnj1tJgvDUg,59.0,hd,youtube#video
12636,pmyxaJEXpJU,77.0,hd,youtube#video
12637,_1DvJENyseI,882.0,hd,youtube#video
12638,XpRnbozB3J4,53.0,hd,youtube#video
12639,HW3Q2hyMRqE,199.0,hd,youtube#video
12640,PacskXecGUs,46.0,hd,youtube#video
12641,CQk4UT8j4uY,3195.0,hd,youtube#video
12642,JxC1k6coQOw,2546.0,hd,youtube#video
12643,Fq41oPy3-iw,28931.0,hd,youtube#video
12644,S34vP8qflLQ,333.0,hd,youtube#video
12645,VbJapekRWkc,68.0,hd,youtube#video
12646,QcZKsbgsLa4,407.0,hd,youtube#video
12647,W9bKyVhtvhQ,119.0,hd,youtube#video
12648,JN02hIqGhww,188.0,hd,youtube#video
12649,IestXzyNFSA,59.0,hd,youtube#video
12650,BJtYIjWswz0,23.0,hd,youtube#video
12651,9t4GtF9no0w,6254.0,hd,youtube#video
12652,FO-tjmtw5J4,549.0,hd,youtube#video
12653,2Oc0WHWjC9g,80.0,hd,youtube#video
12654,Pp8Dau1oR14,11531.0,hd,youtube#video
12655,Mq9rlu-H-RE,449.0,hd,youtube#video
12656,pn_PCveekdQ,33.0,hd,youtube#video
12657,eRifH1YEygk,65.0,hd,youtube#video
12658,OTvt6SVhEAo,56.0,hd,youtube#video
12659,IcItj7hpKuI,181.0,hd,youtube#video
12660,v5dqavbyE-I,4400.0,hd,youtube#video
12661,1cdLhBtqp9U,41887.0,hd,youtube#video
12662,TPxv9WFN1ZE,123.0,hd,youtube#video
12663,jDppljijN_k,57.0,hd,youtube#video
12664,weiVDbsHvao,2545.0,hd,youtube#video
12665,r8jhNSIIQvY,76.0,hd,youtube#video
12666,lGshKC-yI2A,65.0,hd,youtube#video
12667,BrW7jkCNz_M,82.0,hd,youtube#video
12668,P9qNgAqvoo0,2376.0,hd,youtube#video
12669,za9yk5AYANc,68.0,hd,youtube#video
12670,AdJwB-Dh7b0,59.0,hd,youtube#video
12671,FcpXaPCZ-Us,9543.0,hd,youtube#video
12672,jjdyqpG33IQ,3953.0,hd,youtube#video
12673,0dh7weEKFq4,3822.0,hd,youtube#video
12674,7s0kdfiTLRE,938.0,hd,youtube#video
12675,EhO0SFD16jY,118.0,hd,youtube#video
12676,DS_HERcnu5o,42898.0,hd,youtube#video
12677,2VLockWY_HE,125.0,hd,youtube#video
12678,7XkXbn1Fr0U,7965.0,hd,youtube#video
12679,IUI74Mw2Vlc,38.0,hd,youtube#video
12680,oOf4xH10sKY,57.0,hd,youtube#video
12681,Qfx-mBB8vk4,38.0,hd,youtube#video
12682,GymS5s1_LZQ,39234.0,hd,youtube#video
12683,YmOBZJFWVwQ,2069.0,hd,youtube#video
12684,4WmtUkIU59I,31.0,hd,youtube#video
12685,oIrBjwy8VIg,113.0,hd,youtube#video
12686,ZvUYvDBMu20,3631.0,hd,youtube#video
12687,GUdjVhZbp5w,125.0,hd,youtube#video
12688,G69aFhRNFO8,109.0,hd,youtube#video
12689,d1TTG8eHYj4,33.0,hd,youtube#video
12690,VdD_ZPuHgzA,539.0,hd,youtube#video
12691,XUt9Xzlr_XE,33.0,hd,youtube#video
12692,BvLhqr_VTyE,165.0,hd,youtube#video
12693,OG7PvVadghk,346.0,hd,youtube#video
12694,lKJz6PUNeS0,981.0,hd,youtube#video
12695,hBfr7M0mrjw,259.0,hd,youtube#video
12696,vLevN3yeZEA,32556.0,hd,youtube#video
12697,aI5MDrBdGZ4,49.0,hd,youtube#video
12698,obwAlF3skhY,315.0,hd,youtube#video
12699,ZNwztnvxZyM,64.0,hd,youtube#video
12700,mWA_ywKB-54,60.0,hd,youtube#video
12701,U5K8u-2h4oM,25671.0,hd,youtube#video
12702,-lJHsQvp3Gg,167.0,hd,youtube#video
12703,JMUkEe7eQTM,234.0,hd,youtube#video
12704,reeMYG3ZYY4,74.0,hd,youtube#video
12705,-jsemanKd38,30.0,hd,youtube#video
12706,YwMGhV4y01s,52.0,hd,youtube#video
12707,Msm3twBnCx8,523.0,hd,youtube#video
12708,Z-G1PlWr5Bo,120.0,hd,youtube#video
12709,edV1EYqq-YM,23940.0,hd,youtube#video
12710,EFjQgFMXbMI,134.0,hd,youtube#video
12711,vdfIWrBEYqo,935.0,hd,youtube#video
12712,ZhafuN_MKJw,130.0,hd,youtube#video
12713,ekY_h40BoE8,132.0,hd,youtube#video
12714,VUhxOkG3ll4,56.0,hd,youtube#video
12715,hSdJ5PNJums,28.0,hd,youtube#video
12716,T6XhRFeDbPY,753.0,hd,youtube#video
12717,IMIgBXqcqEI,41.0,hd,youtube#video
12718,JrWy3Hsex6I,182.0,hd,youtube#video
12719,o1zreOzl_20,95.0,hd,youtube#video
12720,V4JgA0EUtgo,50.0,hd,youtube#video
12721,H0T8b9ZMHQA,66.0,hd,youtube#video
12722,AGRHM77XdoU,54.0,hd,youtube#video
12723,YvFX1kN_dko,17550.0,hd,youtube#video
12724,J272sROgnws,20.0,hd,youtube#video
12725,ztZtoVprDvg,158.0,hd,youtube#video
12726,eEI3w1YhKb0,29944.0,hd,youtube#video
12727,FsdnaW2vVBg,184.0,hd,youtube#video
12728,xlysvBKGUJU,100.0,hd,youtube#video
12729,ju1zNXYiMMo,418.0,hd,youtube#video
12730,_qTks15w9uQ,17650.0,hd,youtube#video
12731,nB9gwCFMrCQ,14500.0,hd,youtube#video
12732,e2repWpJv_0,21.0,hd,youtube#video
12733,2cinLswu8Cc,151.0,hd,youtube#video
12734,_jTeWij5_S0,38.0,hd,youtube#video
12735,dyhp2ebn_Ak,549.0,hd,youtube#video
12736,FdhuUMZjptM,8041.0,hd,youtube#video
12737,skBI6yMoojQ,69.0,hd,youtube#video
12738,1dDo5tovLH8,193.0,hd,youtube#video
12739,WymK5aLQR7U,58.0,hd,youtube#video
12740,q8P4oq1KJbY,49.0,hd,youtube#video
12741,Zi6BXPcBEqM,463.0,hd,youtube#video
12742,1qkcLSD7w_E,62.0,hd,youtube#video
12743,Iz1JBUc1jZg,26.0,hd,youtube#video
12744,TeaphLQ0elE,3991.0,hd,youtube#video
12745,4-kDCP0Bor0,522.0,hd,youtube#video
12746,poJ05JtqKZU,301.0,hd,youtube#video
12747,KcvmbU40E6w,519.0,hd,youtube#video
12748,qe7n5bYOkQU,5626.0,hd,youtube#video
12749,irF5FiiQf2I,25.0,hd,youtube#video
12750,Ip7Ff_o0hgE,91.0,hd,youtube#video
12751,WIQtEmdBhJU,2121.0,hd,youtube#video
12752,XPTA2LZCIUU,776.0,hd,youtube#video
12753,BsPlYPv5hSk,182.0,hd,youtube#video
12754,2x0iwo3KSDc,24635.0,hd,youtube#video
12755,1g0PDpiknZE,70.0,hd,youtube#video
12756,UCRSOi9Zs84,21.0,hd,youtube#video
12757,pIQqsYFZk5s,65.0,hd,youtube#video
12758,Q2aaA3wJjLs,60.0,hd,youtube#video
12759,I9zXHeC0fhA,61.0,hd,youtube#video
12760,MeJA5_a6ZJA,204.0,hd,youtube#video
12761,qXs1e76kCWY,237.0,hd,youtube#video
12762,y6Ktd5cNvCU,197.0,hd,youtube#video
12763,V4UcldpE-vY,18441.0,hd,youtube#video
12764,2Vc3Mr8tV6w,256.0,hd,youtube#video
12765,klNAjyFimjY,36.0,hd,youtube#video
12766,hXkjQFjP_q0,198.0,hd,youtube#video
12767,nyojuOlW98U,138.0,hd,youtube#video
12768,TFEadmWs8fM,157.0,hd,youtube#video
12769,5mkyhvLmDCY,681.0,hd,youtube#video
12770,nIZt3QUflkY,20150.0,hd,youtube#video
12771,dncBMLn5aQs,11536.0,hd,youtube#video
12772,f05LLFmYvNE,58.0,hd,youtube#video
12773,ugkQH6puMmE,49.0,hd,youtube#video
12774,iT3XT9vk74c,38.0,hd,youtube#video
12775,ZlQEEDpT9BE,8491.0,hd,youtube#video
12776,7LBdem1444Q,329.0,hd,youtube#video
12777,oMFxpbMic3E,122.0,hd,youtube#video
12778,Rkef5JQ8NhI,464.0,hd,youtube#video
12779,V-u9Or4D5Ns,479.0,hd,youtube#video
12780,G7W1LzhbfGE,564.0,hd,youtube#video
12781,3Ect-TnfUJI,6706.0,hd,youtube#video
12782,_M9UV4aYOSg,60.0,hd,youtube#video
12783,_W8T1Zx_he0,1610.0,hd,youtube#video
12784,MPIK8DjpE1I,59.0,hd,youtube#video
12785,xP9EN6YGHHQ,48.0,hd,youtube#video
12786,oW8O17iX4Ms,83.0,hd,youtube#video
12787,awrz9Fc4W9c,202.0,hd,youtube#video
12788,fA42UK2l-0c,200.0,hd,youtube#video
12789,NDqNuwh7wsY,27.0,hd,youtube#video
12790,G6YMZ0CLLi4,56.0,hd,youtube#video
12791,PYcaEbHQbUs,187.0,hd,youtube#video
12792,GVx3M5gGaII,78.0,hd,youtube#video
12793,1ipPo0QvXCU,210.0,hd,youtube#video
12794,hWiFwsnamm4,54.0,hd,youtube#video
12795,Q7tTGAkqHoU,200.0,hd,youtube#video
12796,nm-VWYYnetU,301.0,hd,youtube#video
12797,s_ianSig684,57.0,hd,youtube#video
12798,LN1PV25yCq4,58.0,hd,youtube#video
12799,A04eiRFvuxY,354.0,hd,youtube#video
12800,fj_N07A_Kyg,75.0,hd,youtube#video
12801,csWluHwfsB8,409.0,hd,youtube#video
12802,N0xb97nnBWc,1086.0,hd,youtube#video
12803,dv_dLlH7HUI,2130.0,hd,youtube#video
12804,Qe8CGR2V6qo,117.0,hd,youtube#video
12805,tZtv1WUDlsQ,59.0,hd,youtube#video
12806,SHPH2RP2Hq8,186.0,hd,youtube#video
12807,tc30gC3QTG0,13.0,hd,youtube#video
12808,2hPDS08MQNM,219.0,hd,youtube#video
12809,oUYCN0OJWKM,1882.0,hd,youtube#video
12810,2g2oIQryNEQ,122.0,hd,youtube#video
12811,tjh1--VGPcM,45.0,hd,youtube#video
12812,r3Ld2ReNVP0,127.0,hd,youtube#video
12813,JR4cJ1ayUdY,21378.0,hd,youtube#video
12814,rp2kG3TKz_s,20.0,hd,youtube#video
12815,-JP3yjtK0M8,708.0,hd,youtube#video
12816,ajCwiw2ruy8,29343.0,hd,youtube#video
12817,us1XyayQ6fU,822.0,hd,youtube#video
12818,1iY68Ckk8cI,71.0,hd,youtube#video
12819,bO5NzPWakPs,1131.0,hd,youtube#video
12820,HTgoR3ciuek,183.0,hd,youtube#video
12821,9K1T2105020,196.0,hd,youtube#video
12822,NukdhsHTW04,156.0,hd,youtube#video
12823,RI7_yNykmic,47.0,hd,youtube#video
12824,hjsBfk4Cmmg,1024.0,hd,youtube#video
12825,xbRQQ8jdLjA,59.0,hd,youtube#video
12826,wWlgIjPPtMU,338.0,hd,youtube#video
12827,i1dsNRr_3m8,273.0,hd,youtube#video
12828,EWpvjUbqfKA,60.0,hd,youtube#video
12829,IQqJUZRY2fQ,36.0,hd,youtube#video
12830,dFuYk9ufJQo,207.0,hd,youtube#video
12831,9PczxzEmnPs,186.0,hd,youtube#video
12832,50xBmz82Yeg,307.0,hd,youtube#video
12833,-AuYJ8rOdts,70.0,hd,youtube#video
12834,cQVdTmeGLXU,82.0,hd,youtube#video
12835,-gfmQvefRWo,32.0,hd,youtube#video
12836,sk4aOlgejVY,21231.0,hd,youtube#video
12837,XzEXB12N1xs,984.0,hd,youtube#video
12838,4wXv0OpTTJ8,348.0,hd,youtube#video
12839,K0T1Oa98qKg,50.0,hd,youtube#video
12840,Dh9l-ev0a8k,39.0,hd,youtube#video
12841,z1D6GMuC98A,59.0,hd,youtube#video
12842,UOmxQ3cR7Hs,42739.0,hd,youtube#video
12843,5VPsNBx-y4U,1354.0,hd,youtube#video
12844,5jlgRuymVaI,39.0,hd,youtube#video
12845,Yw-xrQwZhic,35916.0,hd,youtube#video
12846,VFeoQmFV-oY,933.0,hd,youtube#video
12847,qg-4TQVLScg,201.0,hd,youtube#video
12848,8G1k-_9B4T8,22.0,hd,youtube#video
12849,GZWfinyy-T8,193.0,hd,youtube#video
12850,Qzw354vvijU,86.0,hd,youtube#video
12851,WffKB44rzHQ,151.0,hd,youtube#video
12852,R7y_gIKB9IE,120.0,hd,youtube#video
12853,B3XAvR6NQtQ,15485.0,hd,youtube#video
12854,LaWVTVpnSs0,47.0,hd,youtube#video
12855,apqso_zqj7Y,1111.0,hd,youtube#video
12856,6oOiQ49N8-w,19679.0,hd,youtube#video
12857,Ww7iy0u2gEA,204.0,hd,youtube#video
12858,LJ70U4jsZRA,24535.0,hd,youtube#video
12859,ELfBYgFc0Es,24.0,hd,youtube#video
12860,nscku-jLjSQ,474.0,hd,youtube#video
12861,jg37j7-G4JU,30475.0,hd,youtube#video
12862,ILE2aQV9Gb0,35.0,hd,youtube#video
12863,wgPOq-8dfwY,665.0,hd,youtube#video
12864,N8-rVPW32rg,245.0,hd,youtube#video
12865,Wnr6oz4T3cs,157.0,hd,youtube#video
12866,3PSz4YEdblM,31365.0,hd,youtube#video
12867,xUsO1TPbDR0,129.0,hd,youtube#video
12868,GO_KX0LphSk,583.0,hd,youtube#video
12869,DuBxLWyxt9E,209.0,hd,youtube#video
12870,QnQB6XCyzRU,40.0,hd,youtube#video
12871,07vd9dWYjyI,1649.0,hd,youtube#video
12872,SislK_eLzOY,57.0,hd,youtube#video
12873,gw_8GpJHb9I,59.0,hd,youtube#video
12874,C3r7tGRe2eI,1112.0,hd,youtube#video
12875,njXhtGHmkQA,6526.0,hd,youtube#video
12876,KIOeZ5cFZ50,387.0,hd,youtube#video
12877,E6W6wOpwKPI,54.0,hd,youtube#video
12878,p-m8C3WP8W8,90.0,hd,youtube#video
12879,l3uVB2tc5AA,56.0,hd,youtube#video
12880,tTQPc6DhHwI,549.0,hd,youtube#video
12881,7wqsis1xzzY,1000.0,hd,youtube#video
12882,-BLS91iuWdA,36.0,hd,youtube#video
12883,rv_xhZanHqE,1111.0,hd,youtube#video
12884,zmjnIdEKCvc,155.0,hd,youtube#video
12885,SoJRMjLWODo,8071.0,hd,youtube#video
12886,LxF__T-onBE,50.0,hd,youtube#video
12887,NhBcqPaOG_k,52.0,hd,youtube#video
12888,Sdqj2F8u4ZY,187.0,hd,youtube#video
12889,xYnsI5WDTnw,156.0,hd,youtube#video
12890,M8e0Jn3FUyM,43.0,hd,youtube#video
12891,efsfU_jXpMw,38.0,hd,youtube#video
12892,bo9pdEQS-5Y,199.0,hd,youtube#video
12893,o7I0HJz9xA4,43.0,hd,youtube#video
12894,N424iaYINyQ,185.0,hd,youtube#video
12895,esJcIqpwC44,435.0,hd,youtube#video
12896,lja7XtjZmC4,105.0,hd,youtube#video
12897,we3lpRR5G2k,8813.0,hd,youtube#video
12898,goudZT0zI1E,100.0,hd,youtube#video
12899,oztR5cELXTU,1578.0,hd,youtube#video
12900,MdVjPaif_Vo,52.0,hd,youtube#video
12901,d8AjqvI2b3k,185.0,hd,youtube#video
12902,QKG94RyCZAg,140.0,hd,youtube#video
12903,SFsswOOBDsE,34.0,hd,youtube#video
12904,6Z6PcKf4h8M,232.0,hd,youtube#video
12905,9MCMktn83nA,66.0,hd,youtube#video
12906,Btwsu5WcbVI,148.0,hd,youtube#video
12907,57xjHbB4Fvo,58.0,hd,youtube#video
12908,f8AtpzmRzFc,734.0,hd,youtube#video
12909,5HyvtfKKvXM,41.0,hd,youtube#video
12910,al8jKqoQGKw,235.0,hd,youtube#video
12911,GUYWpUr2_xk,142.0,hd,youtube#video
12912,u6jclFYLu_Q,387.0,hd,youtube#video
12913,-onwtlyBeZo,686.0,hd,youtube#video
12914,45PD396yUYg,171.0,hd,youtube#video
12915,myXYQFI_xF4,156.0,hd,youtube#video
12916,snlYipx3Whc,52.0,hd,youtube#video
12917,MB-5SykGTC8,25660.0,hd,youtube#video
12918,6M_pyjlPb_U,182.0,hd,youtube#video
12919,lOPFCm2Rrwo,102.0,hd,youtube#video
12920,aYGo2owW9_U,47.0,hd,youtube#video
12921,EzLZ_X2xcLc,408.0,hd,youtube#video
12922,hjATwy3GU0I,47.0,hd,youtube#video
12923,jn9NIW23KX0,46.0,hd,youtube#video
12924,6OqN488O9Gw,246.0,hd,youtube#video
12925,w9IGkBfOoic,661.0,hd,youtube#video
12926,nju6vN32UW0,76.0,hd,youtube#video
12927,EvL6jOME7jM,527.0,hd,youtube#video
12928,WEjzh3OI3Yw,187.0,hd,youtube#video
12929,be0wDWuxA1s,78.0,hd,youtube#video
12930,DrWd0FCENsc,191.0,hd,youtube#video
12931,Akl7ndShTbo,1196.0,hd,youtube#video
12932,JvmDs7xD6fc,199.0,hd,youtube#video
12933,_P9mF9V6gTg,13315.0,hd,youtube#video
12934,k2skjTNLtGM,490.0,hd,youtube#video
12935,-a4QE44We5A,374.0,hd,youtube#video
12936,l5qqE2fTlY4,122.0,hd,youtube#video
12937,XADoUcHpuqg,29564.0,hd,youtube#video
12938,Wsyb1nAMecg,51.0,hd,youtube#video
12939,JULKFklm3hg,12231.0,hd,youtube#video
12940,qne4lxCJSLM,19.0,hd,youtube#video
12941,5WzYxeWjSAM,296.0,hd,youtube#video
12942,Pp4HIN2BOb0,41.0,hd,youtube#video
12943,Mi2Dt84fgJo,307.0,hd,youtube#video
12944,zX5b0Mk5Ax0,53.0,hd,youtube#video
12945,UWX21C5q4qE,244.0,hd,youtube#video
12946,pK51ugk3ukw,240.0,hd,youtube#video
12947,Um0cULrwBlA,330.0,hd,youtube#video
12948,lsP14HfrPXM,121.0,hd,youtube#video
12949,ztbgdLRTAQM,10136.0,hd,youtube#video
12950,rkRegLb91OA,14772.0,hd,youtube#video
12951,g-Iu-Kl6BzM,61.0,hd,youtube#video
12952,FFX5buyVp4c,37210.0,hd,youtube#video
12953,Gvs0QDmlnVU,4115.0,hd,youtube#video
12954,YfEE3zbYtgU,9775.0,hd,youtube#video
12955,97MLU-0Z-Gw,131.0,hd,youtube#video
12956,EDUcA38GhX4,47.0,hd,youtube#video
12957,htXcQPsaGWw,808.0,hd,youtube#video
12958,gxkx6oxrF-c,36.0,hd,youtube#video
12959,2VXOuqm3fAs,12521.0,hd,youtube#video
12960,8k57-96n5W4,32.0,hd,youtube#video
12961,1K17yTYrzH0,41.0,hd,youtube#video
12962,dF0uTbuXSbs,36.0,hd,youtube#video
12963,v8H280iYazQ,53.0,hd,youtube#video
12964,mFglvPCpwJU,45.0,hd,youtube#video
12965,015vL0cJfA0,504.0,hd,youtube#video
12966,CGAOjh5KhKM,59.0,hd,youtube#video
12967,qdWSVXaJFoU,41.0,hd,youtube#video
12968,0pDSiv9h7qc,10200.0,hd,youtube#video
12969,pdZfVLms1wQ,96.0,hd,youtube#video
12970,EWtYky_HjhM,734.0,hd,youtube#video
12971,RWeKm8kdtro,13903.0,hd,youtube#video
12972,R2mbdkT8AcI,244.0,hd,youtube#video
12973,7062skdX05Y,1095.0,hd,youtube#video
12974,67Z4OcUxBfo,54.0,hd,youtube#video
12975,3Lg52MPO4pM,38.0,hd,youtube#video
12976,nxXNHiC2clw,31.0,hd,youtube#video
12977,nP_cMFdvoWc,209.0,hd,youtube#video
12978,XkPx2X3Wr7M,60.0,hd,youtube#video
12979,adFwiRXm5-Q,31.0,hd,youtube#video
12980,JHkUDuOnK5A,197.0,hd,youtube#video
12981,-cx4Vzr_HVg,58.0,hd,youtube#video
12982,kGHpVmSTnro,135.0,hd,youtube#video
12983,OfitUzEerFQ,13098.0,hd,youtube#video
12984,Tfm87XR5XKw,40.0,hd,youtube#video
12985,mzW66DB48oM,271.0,hd,youtube#video
12986,xLO_dgFjl3g,237.0,hd,youtube#video
12987,W4Khm1XJFPI,156.0,hd,youtube#video
12988,hd8k7pW93OM,216.0,hd,youtube#video
12989,-lAE95lQ8ag,78.0,hd,youtube#video
12990,inWwsL0tai8,4996.0,hd,youtube#video
12991,T5QHtbpOWjY,64.0,hd,youtube#video
12992,hF0ti5bW4OQ,29018.0,hd,youtube#video
12993,mtGkwGfeVb0,59.0,hd,youtube#video
12994,O-_KC6z9xC8,59.0,hd,youtube#video
12995,hHEFLMn7hvw,99.0,hd,youtube#video
12996,4XXJqpOpHTo,52.0,hd,youtube#video
12997,9LMXeFjHD_8,162.0,hd,youtube#video
12998,mlxwAPTjiCA,719.0,hd,youtube#video
12999,72SB6NzaVsM,9876.0,hd,youtube#video
13000,QzeJDpiCkYI,22.0,hd,youtube#video
13001,UeQq--UAbU0,13511.0,hd,youtube#video
13002,1PKlNQkLb2s,34368.0,hd,youtube#video
13003,eHXcd_DfUmg,701.0,hd,youtube#video
13004,BxTA44E-bp8,47.0,hd,youtube#video
13005,K-puW9pnuiY,55.0,hd,youtube#video
13006,SMSG_mBYOMo,30.0,hd,youtube#video
13007,t9KkX_KSk4c,36.0,hd,youtube#video
13008,qp7u8C8POAQ,133.0,hd,youtube#video
13009,0HvWyglRTPE,329.0,hd,youtube#video
13010,T4dQ3HqFmoA,54.0,hd,youtube#video
13011,0Y7CAJVFEIw,17.0,hd,youtube#video
13012,PHzlVBPbdw4,33060.0,hd,youtube#video
13013,mOu22lQ1ohE,190.0,hd,youtube#video
13014,_hf_y-_sj5Y,1421.0,hd,youtube#video
13015,qjVjRTaeBIc,2876.0,hd,youtube#video
13016,r1922zzd3_Q,249.0,hd,youtube#video
13017,S-gR7Qp-bnw,5826.0,hd,youtube#video
13018,xEb8kberFzo,317.0,hd,youtube#video
13019,XTM8h1lilqk,5330.0,hd,youtube#video
13020,Nw7mRAZj_VA,538.0,hd,youtube#video
13021,fE-qtE3Vs-E,33130.0,hd,youtube#video
13022,noMrn4gbqk8,239.0,hd,youtube#video
13023,ps7EyQ-ghPw,212.0,hd,youtube#video
13024,gwQwatSRdCo,7850.0,hd,youtube#video
13025,lH-OYVTkx68,197.0,hd,youtube#video
13026,M5DIR3JcqAU,99.0,hd,youtube#video
13027,6rPYvccroic,1060.0,hd,youtube#video
13028,Kf3S_GzUNlA,36.0,hd,youtube#video
13029,fFhupRWQAQI,446.0,hd,youtube#video
13030,xoP4h09grBM,912.0,hd,youtube#video
13031,BwUdAovwUZY,182.0,hd,youtube#video
13032,DJfLVV0YRdk,142.0,hd,youtube#video
13033,vFR45XTy-F8,51.0,hd,youtube#video
13034,VhFfIdc9tRM,81.0,hd,youtube#video
13035,ulVMfXuhKCY,37052.0,hd,youtube#video
13036,hnZUig2cmVw,40.0,hd,youtube#video
13037,Sqs6YgWu1rs,132.0,hd,youtube#video
13038,GVO-a2S1Z3M,58.0,hd,youtube#video
13039,d0CYU2V9w60,225.0,hd,youtube#video
13040,MG5_o0E1f_I,91.0,hd,youtube#video
13041,WUQtwoRlNaY,39220.0,hd,youtube#video
13042,2V2pBoGkgV8,45.0,hd,youtube#video
13043,Eg0i4gamL9A,66.0,hd,youtube#video
13044,s0XNdlRb3Zc,188.0,hd,youtube#video
13045,IJm-Sauo3wo,111.0,hd,youtube#video
13046,ALxikZK8PIM,42900.0,hd,youtube#video
13047,jm2ylSt27v8,155.0,hd,youtube#video
13048,9LVJAdFJzH4,86.0,hd,youtube#video
13049,yADXY54aKYs,51.0,hd,youtube#video
13050,wbRuXwWllng,620.0,hd,youtube#video
13051,OwEjd2_zzZo,157.0,hd,youtube#video
13052,GNnHeCIXy0s,141.0,hd,youtube#video
13053,vGHtVbK2E4A,169.0,hd,youtube#video
13054,8JVaWcehcss,28.0,hd,youtube#video
13055,MZoCVL4DjEQ,35.0,hd,youtube#video
13056,Ei6LpsjTZPY,91.0,hd,youtube#video
13057,SNn_qKJib0M,567.0,hd,youtube#video
13058,gCy5uOK2k2E,36594.0,hd,youtube#video
13059,Zou28JbpS_4,24.0,hd,youtube#video
13060,fM_q6-2aLhs,213.0,hd,youtube#video
13061,G7Trdz7n8CM,49.0,hd,youtube#video
13062,yA-lbMuuOwg,391.0,hd,youtube#video
13063,e8CiTx1LZAI,158.0,hd,youtube#video
13064,DD-PmB1kgiE,14820.0,hd,youtube#video
13065,enCOQ9-bjoY,94.0,hd,youtube#video
13066,l39gSMBOjG0,21396.0,hd,youtube#video
13067,rRuHDi_ca7M,57.0,hd,youtube#video
13068,qyK-wl7SWYc,51.0,hd,youtube#video
13069,4u_3kGEwkjo,59.0,hd,youtube#video
13070,x6YJ8gpvlOM,276.0,hd,youtube#video
13071,IVrcV7bnxxE,80.0,hd,youtube#video
13072,Inx4_dUb0IU,67.0,hd,youtube#video
13073,Ut1jOmw1iVs,1619.0,hd,youtube#video
13074,pZbhwNazITQ,70.0,hd,youtube#video
13075,I2UNqAu94u0,1112.0,hd,youtube#video
13076,b46y7kxyNPw,59.0,hd,youtube#video
13077,9xMXWXylIgI,2551.0,hd,youtube#video
13078,u_jDTCG7b9k,57.0,hd,youtube#video
13079,YCqT3kmtjSg,304.0,hd,youtube#video
13080,knoEN3FAF7I,56.0,hd,youtube#video
13081,fQrIt4YesAY,136.0,hd,youtube#video
13082,K8qs9GlE4UQ,1087.0,hd,youtube#video
13083,lCB17DdECr8,63.0,hd,youtube#video
